DK's(keep),TSid,createdBy,dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_doi,pub2_doi,originalDataUrl,archiveType,proxy,proxyDetail,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,meanHoloceneValue,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse,Remaining issues,last updated
,PYTXGIQ15F4,matlab,GIK23258.Sarnthein.2003,GIK23258,,75,14,-1768,10.1111/j.1502-3885.2003.tb01227.x,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,MarineSediment,,,,,,d18O,permil,,,,,,2.8205,,0,1944,53,11.31687243,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GIK23258.Sarnthein.2003.html,,before July 15
,PYT4CLCZBH5,matlab,GIK23258.Sarnthein.2003,GIK23258,,75,14,-1768,10.1111/j.1502-3885.2003.tb01227.x,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,MarineSediment,foraminifera,,,,,temperature,degC,,T,NST+SST,Summer,,0.09814285714,,802.85,9898.85,189.5,2.418645558,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GIK23258.Sarnthein.2003.html,,before July 15
,PYTD4IWJVDX,matlab,GIK23258.Sarnthein.2003,GIK23258,,75,14,-1768,10.1111/j.1502-3885.2003.tb01227.x,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,MarineSediment,,,,,,d18O,permil,,,,,,2.927346939,,698,13987.1,34.2,1.946558131,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GIK23258.Sarnthein.2003.html,,before July 15
,PYT9YOPCWN4,matlab,GISP2.Alley.2000,GISP2,,72.58,-38.46,3216,10.1016/S0277-3791(99)00062-1,,https://www.ncdc.noaa.gov/paleo-search/study/15444,GlacierIce,d18O,glacier ice,,,,temperature,degC,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,-31.38392576,,95.141,49981,12.88,0,,FALSE,,"defer to ""Alley.GISP2.2000""",http://lipdverse.org/globalHolocene/0_27_0/GISP2.Alley.2000.html,,before July 15
,LPD78d0b77c,matlab,GISP2.Kobashi.2012,GISP2,,70.6,-38.5,3200,10.1029/2011GL049444,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/greenland/summit/gisp2/isotopes/gisp2-temperature2011.xls,GlacierIce,d15Nd40Ar,,,,,MeanT,degC,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,-30.74393565,positive,-43,3950,1,0,,FALSE,DSK,defer to GISP2.Kobashi.2017,http://lipdverse.org/globalHolocene/0_27_0/GISP2.Kobashi.2012.html,,before July 15
,LPD66a6304e,matlab,GISP2.Kobashi.2012,GISP2,,70.6,-38.5,3200,10.1029/2011GL049444,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/greenland/summit/gisp2/isotopes/gisp2-temperature2011.xls,GlacierIce,,,,,,SD,,,,,,,0.7885173374,,-43,3950,1,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GISP2.Kobashi.2012.html,,before July 15
,LPDf828fbfe,matlab,GISP2.Kobashi.2012,GISP2,,70.6,-38.5,3200,10.1029/2011GL049444,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/greenland/summit/gisp2/isotopes/gisp2-temperature2011.xls,GlacierIce,,,,,,upper band,,,,,,,-29.95050418,,-43,3950,1,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GISP2.Kobashi.2012.html,,before July 15
,LPD4162b573,matlab,GISP2.Kobashi.2012,GISP2,,70.6,-38.5,3200,10.1029/2011GL049444,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/greenland/summit/gisp2/isotopes/gisp2-temperature2011.xls,GlacierIce,,,,,,lower band,,,,,,,-31.52752847,,-43,3950,1,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GISP2.Kobashi.2012.html,,before July 15
,LPD6f7f8f72,matlab,GISP2.Kobashi.2017,GISP2,,72.6,-38.5,3200,10.1038/s41598-017-01451-7,,https://www.ncdc.noaa.gov/paleo/study/22057,GlacierIce,,,,,,temp2s,degC,,,,,,0.8836327449,,-43,11512,1,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GISP2.Kobashi.2017.html,,before July 15
,LPDecfd497c,matlab,Glattalp.Wirth.2013,Glattalp,,46.9194,8.9036,1850,10.1016/j.quascirev.2013.09.002,,,LakeSediment,stratigraphy,,,,,floods,envents/100yrs,,M,floods,Autumn,,5.316202783,positive,-10,10049,1,0,,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/Glattalp.Wirth.2013.html,,before July 15
,M2Lu2k2nnhdP,unknown,Gould.Jacobson.1992,Gould,,44.98,-69.32,89,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,1015.921172,,-66,14478,169,0.9116525775,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Gould.Jacobson.1992.html,,before July 15
,M2Lzsk1zcgbP,unknown,Graham.Fuller.1997,Graham,,45.18,-77.35,381,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,876.0249709,,1,11611,39,0.5167958656,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Graham.Fuller.1997.html,,before July 15
,GHb9285123,matlab,GrahamLake.Shuman.2016,Graham Lake,,45.1902,-77.357,377,10.1016/j.quascirev.2016.03.009,10.1890/0012-9658(1998)079[2337:EIOTMH]2.0.CO;2,,LakeSediment,pollen,assemblage,,,50-yr binned,temperature,degC,abs,T,air@surface,warmest month,summer,19.24834389,positive,0,11000,50,0,,TRUE,DK,"duplicate defer to ""Graham.Fuller.1997""; 50-yr binned",http://lipdverse.org/globalHolocene/0_27_0/GrahamLake.Shuman.2016.html,,before July 15
,M2Lmydhtx4jP,unknown,GrandRapids.Ritchie.1975,Grand Rapids,,53,-98.25,350,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,475.8960909,,360,8055,355,0.3898635478,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/GrandRapids.Ritchie.1975.html,,before July 15
,M2Lshgmsvh4P,unknown,GravelRidge.Lamb.1985,Gravel Ridge,,55.03,-62.63,565,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,1066.079267,,47,7279,178,1.244469027,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/GravelRidge.Lamb.1985.html,,before July 15
,LPD40fc76af,matlab,GreatBasin.Salzer.2013,Great Basin,,38,-116.5,0,10.1007/s00382-013-1911-9,,http://ncdc.noaa.gov/paleo/study/17056,Wood,,,,,,JAS+,degC,,,,,,0.9099341204,,-56,4524,1,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GreatBasin.Salzer.2013.html,,before July 15
,LPDb17a5e9e,matlab,GreatBasin.Salzer.2013,Great Basin,,38,-116.5,0,10.1007/s00382-013-1911-9,,http://ncdc.noaa.gov/paleo/study/17056,Wood,,,,,,JAS-,degC,,,,,,0.1249329398,,-56,4524,1,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GreatBasin.Salzer.2013.html,,before July 15
,M2Lo47ecl22P,unknown,Grenadier.McAndrews.1988,Grenadier,,43.64,-79.47,76,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,889.9620253,,-27,4631,44,1.288106483,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Grenadier.McAndrews.1988.html,,before July 15
,M2Ljqtti73vP,unknown,GreyIslands.Cullen.2002,Grey Islands,,50.77,-55.52,104,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,834.9304342,,-37,11366,144,0.5261773218,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/GreyIslands.Cullen.2002.html,,before July 15
,PYTJ5STI3CN,matlab,greyling.Mckay.2009,greyling,,61.4,-145.7,1015,10.1007/s10933-008-9260-0,,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,TOC,,,,,OM,percent,,ELA,,1 2 3 4 5 6 7 8 9 10 11 12,annual,5.131777778,,-29,18127,102,0.5819270097,,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/greyling.Mckay.2009.html,,before July 15
,LPDe3fb7422,matlab,Grimsel.Wirth.2013,Grimsel,,46.5697,8.3275,1908,10.1016/j.quascirev.2013.09.002,,,LakeSediment,stratigraphy,,,,,floods,envents/100yrs,,M,floods,Autumn,,0.9220043573,positive,-10,10049,1,0,,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/Grimsel.Wirth.2013.html,,before July 15
,GHd57f7596,matlab,GRIP_accumulation.Vinther.2006,GRIP,,72.58,-37.63,,10.1029/2005JD006810,,,GlacierIce,d18O,,,,,accumulation,gcm-2a-1,,M,,,,0.2319490104,positive,-39,248763,3.5,0,,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/GRIP_accumulation.Vinther.2006.html,,before July 15
,GHb78af5db,matlab,GRIP_accumulation.Vinther.2006,GRIP,,72.58,-37.63,,10.1029/2005JD006810,,,GlacierIce,,,,,,thicnkess_m,m,,,,,,0.1540563569,,-39,248763,3.5,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GRIP_accumulation.Vinther.2006.html,,before July 15
,PYTLZ4AEUT4,matlab,gunnarsfjorden.Allen.2007,Gunnarsfjorden,,71.0383,28.1685,78,10.1016/j.quascirev.2007.02.009,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,sampleID,,,,,,,0.2591634615,,-39.756,9124.107,98.003,1.309491423,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/gunnarsfjorden.Allen.2007.html,,before July 15
,PYTU06V9X6E,matlab,gunnarsfjorden.Allen.2007,Gunnarsfjorden,,71.0383,28.1685,78,10.1016/j.quascirev.2007.02.009,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,precipitation,mm,,M,precip@surface,Summer,,434.6923077,,-39.756,9124.107,98.003,1.309491423,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/gunnarsfjorden.Allen.2007.html,,before July 15
,PYTP0NRWRTW,matlab,gunnarsfjorden.Allen.2007,Gunnarsfjorden,,71.0383,28.1685,78,10.1016/j.quascirev.2007.02.009,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,error,1s,,,,,,0.005692307692,,-39.756,9124.107,98.003,1.309491423,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/gunnarsfjorden.Allen.2007.html,,before July 15
,PYT7QTLPRRU,matlab,gunnarsfjorden.Allen.2007,Gunnarsfjorden,,71.0383,28.1685,78,10.1016/j.quascirev.2007.02.009,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,dD,sum deg c,,GDD,air@surface,Summer,,710.7596154,,-39.756,9124.107,98.003,1.309491423,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/gunnarsfjorden.Allen.2007.html,,before July 15
,PYT69UB9SYQ,matlab,gunnarsfjorden.Allen.2007,Gunnarsfjorden,,71.0383,28.1685,78,10.1016/j.quascirev.2007.02.009,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,AET/PET,,,M,precip@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,0.9924134615,,-39.756,9124.107,98.003,1.309491423,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/gunnarsfjorden.Allen.2007.html,,before July 15
,GHa7a4074f,matlab,GunNuur.Chen.2008,GunNuur,,50.25,106.6,600,10.1016/j.quascirev.2007.10.017,,,LakeSediment,hybrid,,,,"Composited into a relative moisture index by Wang et al., 2008",GunNuur,,,M,,not specified,,2.32972973,positive,0,9200,50,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GunNuur.Chen.2008.html,,before July 15
,WEB289f69c6,,Gushantun.Zheng.2018,Gushantun,,42.3,126.2833,910,10.1016/j.epsl.2018.04.019,,,Peat,GDGT,,,,,temperature,degC,,T,,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.419918026,positive,0,13235.9,126.5,0,,,,,,,before July 15
,WEBadda3e0a,,Gushantun.Zheng.2018,Gushantun,,42.3,126.2833,910,10.1016/j.epsl.2018.04.019,,,Peat,,,,,,uncertaintyHigh,degC,,,,,,9.119918026,,0,13235.9,126.5,0,,,,,,,before July 15
,WEB48a8226b,,Gushantun.Zheng.2018,Gushantun,,42.3,126.2833,910,10.1016/j.epsl.2018.04.019,,,Peat,,,,,,uncertaintyLow,degC,,,,,,-0.2800819744,,0,13235.9,126.5,0,,,,,,,before July 15
,RHmm4RNoD8A,holoXL2lipd,GYXO.Self.2015,GYXO,,68.165,92.1731,569,10.1177/0959683614556387,,,LakeSediment,chironomid,,,,,uncertainty,,,,,,,1.0223,,-56,3476,130,4.530011325,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GYXO.Self.2015.html,,before July 15
,RsLB9oDyipm,holoXL2lipd,GYXO.Self.2015,GYXO,,68.165,92.1731,569,10.1177/0959683614556387,,,LakeSediment,chironomid,,,,,uncertainty,,,,,,,1.0223,,-56,3476,130,4.530011325,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GYXO.Self.2015.html,,before July 15
,RrKuEFwMEqO,holoXL2lipd,GYXO.Self.2015,GYXO,,68.165,92.1731,569,10.1177/0959683614556387,,,LakeSediment,chironomid,,,,,reliable,,,,,,,,,-56,3476,130,4.530011325,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GYXO.Self.2015.html,,before July 15
,REsnoeTpHhU,holoXL2lipd,GYXO.Self.2015,GYXO,,68.165,92.1731,569,10.1177/0959683614556387,,,LakeSediment,chironomid,,,,,Commentregardingreliability1,,,,,,,,,-56,3476,130,4.530011325,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/GYXO.Self.2015.html,,before July 15
,RLhQKbeopBI,PalMod2LiPD,H214,H214,,-36.9225,177.4392,-2045,10.1029/2004PA001088,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt,MarineSediment,,planktic foraminifera assemblage,,,,uncertainty.temperature,degC,,,,,,1.595,,590,16210,670,0.7887817704,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/H214.html,,before July 15
,Rqd0ciDvBVu,PalMod2LiPD,H214,H214,,-36.9225,177.4392,-2045,10.1029/2004PA001088,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt,MarineSediment,,planktic foraminifera assemblage,,,,uncertainty.temperature,degC,,,,,,1.952777778,,590,16210,670,0.7887817704,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/H214.html,,before July 15
,RalbjmwdkKS,PalMod2LiPD,H214,H214,,-36.9225,177.4392,-2045,10.1029/2004PA001088,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt,MarineSediment,,benthic foraminifera calcite,,,,d13C,permil,,,,,,0.3171428571,,590,16210,670,0.7887817704,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/H214.html,,before July 15
,RSGjiqbvgt2,PalMod2LiPD,H214,H214,,-36.9225,177.4392,-2045,10.1029/2004PA001088,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt,MarineSediment,,benthic foraminifera calcite,,,,d18O,permil,,,,,,2.837857143,,590,16210,670,0.7887817704,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/H214.html,,before July 15
,RLwvuZ6lcKP,PalMod2LiPD,H214,H214,,-36.9225,177.4392,-2045,10.1029/2004PA001088,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt,MarineSediment,,planktic foraminifera calcite,,,"replicate error is mean half range, size fraction differs downcore",planktic.d13C,permil,,,,,,-1.25,,590,16210,670,0.7887817704,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/H214.html,,before July 15
,RX5kd6Ddd1k,PalMod2LiPD,H214,H214,,-36.9225,177.4392,-2045,10.1029/2004PA001088,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt,MarineSediment,,planktic foraminifera calcite,,,size fraction differes down core,planktic.d13C,permil,,,,,,0.79,,590,16210,670,0.7887817704,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/H214.html,,before July 15
,RRBt3gGvEIR,PalMod2LiPD,H214,H214,,-36.9225,177.4392,-2045,10.1029/2004PA001088,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt,MarineSediment,,planktic foraminifera calcite,,,"replicate error is mean half range, size fraction differs downcore",planktic.d18O,permil,,,,,,0.14375,,590,16210,670,0.7887817704,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/H214.html,,before July 15
,Rij3WllVVvV,PalMod2LiPD,H214,H214,,-36.9225,177.4392,-2045,10.1029/2004PA001088,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt,MarineSediment,,planktic foraminifera calcite,,,size fraction differes down core,planktic.d18O,permil,,,,,,-0.2216666667,,590,16210,670,0.7887817704,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/H214.html,,before July 15
,RJ6eHbMx60h,PalMod2LiPD,H214,H214,,-36.9225,177.4392,-2045,10.1029/2004PA001088,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt,MarineSediment,,,,,,note,,,,,,,,,590,16210,670,0.7887817704,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/H214.html,,before July 15
,PYTV2PX0LWU,matlab,hail.Cwynar.1995,Hail Lake,,60.0333,-129.0167,690,10.7202/033027ar,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,pollen,,,,,precipitation,mm,,M,precip@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,39.9722381,positive,67,11334,138,0.7100381646,,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/hail.Cwynar.1995.html,,before July 15
,PYT2O41G134,matlab,hallet.McKay.2009,Hallet Lake,,61.5,-146.2,1128,10.1007/s10933-008-9260-0,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,TOC,,,,,OM,percent,,ELA,,1 2 3 4 5 6 7 8 9 10 11 12,annual,3.962011494,,-52,7913,31,1.381042059,,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/hallet.McKay.2009.html,,before July 15
,PYT0Z2ISPZM,matlab,hallet.McKay.2009,Hallet Lake,,61.5,-146.2,1128,10.1007/s10933-008-9260-0,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,BSi,,,,,BSi,,,T+ELA,air@surface,Summer,,0.1228470588,,17.501,8177.501,32,1.348039216,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/hallet.McKay.2009.html,,before July 15
,PYTOM636TOK,matlab,hallet.McKay.2009,Hallet Lake,,61.5,-146.2,1128,10.1007/s10933-008-9260-0,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,BSi,mg g-1,,,,,,10.57347257,,-55.103,8193.501,11.7235,1.333558988,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/hallet.McKay.2009.html,,before July 15
,PYTQ1C0DAFD,matlab,hallet.McKay.2009,Hallet Lake,,61.5,-146.2,1128,10.1007/s10933-008-9260-0,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,BSi,,,T+ELA,air@surface,Summer,,0.1228470588,,17.501,8177.501,32,1.348039216,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/hallet.McKay.2009.html,,before July 15
,M2Lqo8054tzP,unknown,Hams.Bennett.1987,Hams,,43.24,-80.41,301,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,885.794859,,-29,11945,128,0.8351428094,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Hams.Bennett.1987.html,,before July 15
,RZii8Mc5Paf,holoXL2lipd,Hamundarstadhahals.Caseldine.2006,Hamundarstadhahals,,65.97,18.45,100,10.1016/j.quascirev.2006.02.003,,,LakeSediment,chironomid,,,,,ReliabIeYN1,,,,,,,,,7686.27,10738.375,89.88,0,,FALSE,SE,,http://lipdverse.org/globalHolocene/0_27_0/Hamundarstadhahals.Caseldine.2006.html,,before July 15
,M2L5hwettv0P,unknown,Hanging.Cwynar.1982,Hanging,,68.38,-138.38,500,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,961.7320313,,0,61963.7,346.5,1,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Hanging.Cwynar.1982.html,,before July 15
,NAm2kHydro233,matlab,HangingLake.Kurek.2009,Hanging Lake,,68.4,-138.4,500,10.1016/j.yqres.2009.04.007,,,LakeSediment,chironomid,chironomids,,,,Chironomid_C,degC,,,,,,11.13341772,,0,15602.3,152.15,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/HangingLake.Kurek.2009.html,,before July 15
,WEBdb07156e,lipd.net,Hani.Zheng.2017,Hani,,42.2167,126.517,910,10.1130/G39401.1,,,Peat,,,,,,uncertainty_plus,degC,,,,,,13.14717073,,0,16180.3,154.1,0,,FALSE,,,,,before July 15
,WEB00eb53c4,lipd.net,Hani.Zheng.2017,Hani,,42.2167,126.517,910,10.1130/G39401.1,,,Peat,,,,,,undertainty_minus,degC,,,,,,3.747170732,,0,16180.3,154.1,0,,FALSE,,,,,before July 15
,LPD7d14a750,matlab,HAP0212.vanderBilt.2016,HAP0212,,79.2593,11.5178,12,10.1016/j.quascirev.2016.10.006,,https://doi.org/10.1594/PANGAEA.868936,LakeSediment,,,,,,sampleID,,,,,,,773.1666667,,533.7,11117.3,108,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/HAP0212.vanderBilt.2016.html,,before July 15
,LPD5794dee7,matlab,HAP0212.vanderBilt.2016,HAP0212,,79.2593,11.5178,12,10.1016/j.quascirev.2016.10.006,,https://doi.org/10.1594/PANGAEA.868936,LakeSediment,,,,,,Uk37,,,,,,,-0.5166666667,,533.7,11117.3,108,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/HAP0212.vanderBilt.2016.html,,before July 15
,LPD5c89a1b5,matlab,HAP0212.vanderBilt.2016,HAP0212,,79.2593,11.5178,12,10.1016/j.quascirev.2016.10.006,,https://doi.org/10.1594/PANGAEA.868936,LakeSediment,alkenone,alkenone,,,,temperature,degC,,,,,,-18.00236667,,533.7,11117.3,108,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/HAP0212.vanderBilt.2016.html,,before July 15
,M2L54vbu2i5P,unknown,Harrie.King.1986,Harrie,,52.93,-66.95,530,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,943.0459286,,-5,6805,228,0.8810572687,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Harrie.King.1986.html,,before July 15
,PYT1MIABVMZ,matlab,Haukdalsvatn.Larsen.2013,Haukdalsvatn,,65.03,-21.37,32,10.1016/j.quascirev.2013.03.010,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,d13C,permil,,,,,,-26.96219397,,-1,10000,2,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/Haukdalsvatn.Larsen.2013.html,,before July 15
,PYTPN59WXQT,matlab,Haukdalsvatn.Larsen.2013,Haukdalsvatn,,65.03,-21.37,32,10.1016/j.quascirev.2013.03.010,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,C/N,unitless,,,,,,10.25999247,,-1,10000,2,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/Haukdalsvatn.Larsen.2013.html,,before July 15
,PYTJA63TZF9,matlab,Haukdalsvatn.Larsen.2013,Haukdalsvatn,,65.03,-21.37,32,10.1016/j.quascirev.2013.03.010,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,TOC,mg/g,,,,,,10.67302855,,-1,10000,2,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/Haukdalsvatn.Larsen.2013.html,,before July 15
,PYT0MRT42I4,matlab,Haukdalsvatn.Larsen.2013,Haukdalsvatn,,65.03,-21.37,32,10.1016/j.quascirev.2013.03.010,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,MS,unitless,,,,,,780.5718132,,-1,10000,2,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/Haukdalsvatn.Larsen.2013.html,,before July 15
,PYTFGEYP759,matlab,Haukdalsvatn.Larsen.2013,Haukdalsvatn,,65.03,-21.37,32,10.1016/j.quascirev.2013.03.010,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,SE,cm yr-1,,,,,,0.333756167,,-1,10000,2,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/Haukdalsvatn.Larsen.2013.html,,before July 15
,PYTHNRVE4OY,matlab,Haukdalsvatn.Larsen.2013,Haukdalsvatn,,65.03,-21.37,32,10.1016/j.quascirev.2013.03.010,10.5194/cp-10-1605-2014,https://www.ncdc.noaa.gov/paleo-search/study/15444,LakeSediment,,,,,,BSi,mg/g,,,,,,61.1843252,,-1,10000,2,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/Haukdalsvatn.Larsen.2013.html,,before July 15
,M2Li113vmomP,unknown,HawkeHillsKettle.Macpherson.1982,Hawke Hills Kettle,,47.32,-53.13,220,,10.1038/nature25464,,LakeSediment,pollen,,MAT,,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,1014.815868,,-27,8121,204,0.3681885125,,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/HawkeHillsKettle.Macpherson.1982.html,,before July 15
,WEBd227f65f,matlab,HealLake.Brown.2006,Heal Lake,,48.54,-123.46,137,10.1016/j.quascirev.2006.02.020,,,LakeSediment,,,,,,DWHI,,,,,,,0.1969090909,,-42,11668,187,0,,FALSE,,,http://lipdverse.org/globalHolocene/0_27_0/HealLake.Brown.2006.html,,before July 15
