DK's(keep),TSid,createdBy,dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_doi,pub2_doi,originalDataUrl,archiveType,proxy,proxyDetail,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,meanHoloceneValue,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse,Remaining issues,last updated
853,GH7fb77a0c,matlab,Nutt.Shuman.2016,Nutt Lake,,45.2132,-79.4496,302,10.1016/j.quascirev.2016.03.009,10.1111/j.1469-8137.1986.tb02897.x,,LakeSediment,pollen,assemblage,,,50-yr binned,temperature,degC,abs,T,air@surface,warmest month,summer+,19.51153846,positive,0,11000,50,0,Temp12k,TRUE,,50-yr binned,http://lipdverse.org/globalHolocene/0_27_0/Nutt.Shuman.2016.html,,before July 15
850,M2L1hwhpc1zP,unknown,Nutt.Bennett.1987,Nutt Lake,,45.22,-79.45,305,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,19.64802439,positive,113,11080,101,0.9118263883,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Nutt.Bennett.1987.html,,before July 15
851,M2L32ho1gq6P,unknown,Nutt.Bennett.1987,Nutt Lake,,45.22,-79.45,305,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-10.55978049,positive,113,11080,101,0.9118263883,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Nutt.Bennett.1987.html,,before July 15
852,M2LvnfrppdsP,unknown,Nutt.Bennett.1987,Nutt Lake,,45.22,-79.45,305,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,5.342573171,positive,113,11080,101,0.9118263883,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Nutt.Bennett.1987.html,,before July 15
1045,M2L2xko47z4P,unknown,StewartsDark.Peters.1984,Stewarts Dark,,45.3,-91.45,335,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,5.886741935,positive,1923,12447,304.5,0.5954153022,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/StewartsDark.Peters.1984.html,,before July 15
1046,M2L4k4gb1coP,unknown,StewartsDark.Peters.1984,Stewarts Dark,,45.3,-91.45,335,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,21.05351613,positive,1923,12447,304.5,0.5954153022,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/StewartsDark.Peters.1984.html,,before July 15
1047,M2L86j1g32sP,unknown,StewartsDark.Peters.1984,Stewarts Dark,,45.3,-91.45,335,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-11.60409677,positive,1923,12447,304.5,0.5954153022,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/StewartsDark.Peters.1984.html,,before July 15
34,M2L8twtewjkP,unknown,Axe.McAndrews.No,Axe Lake,,45.38,-79.51,323,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-10.93545161,positive,-15,11159,296,0.2684804009,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Axe.McAndrews.No.html,,before July 15
35,M2Ljeh8apgpP,unknown,Axe.McAndrews.No,Axe Lake,,45.38,-79.51,323,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,18.90729032,positive,-15,11159,296,0.2684804009,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Axe.McAndrews.No.html,,before July 15
36,M2Lrnm3244iP,unknown,Axe.McAndrews.No,Axe Lake,,45.38,-79.51,323,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.650741935,positive,-15,11159,296,0.2684804009,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Axe.McAndrews.No.html,,before July 15
1064,RGDTw0z1ByL,holoXL2lipd,TauldintreBrazi.Toth.2015,Taul dintre Brazi,,45.3964,22.9017,1740,10.1177/0959683614565953,,,LakeSediment,chironomid,assemblage,"WA-PLS, Norway-Swiss calibration dataset",7,Some potentially biased samples due to human impact,temperature,degC,abs,T,,Summer,summerOnly,11.47025472,positive,-19,12027.985,89,1.497628754,Temp12k,TRUE,,removed unreliable values,http://lipdverse.org/globalHolocene/0_27_0/TauldintreBrazi.Toth.2015.html,,before July 15
907,M2Lh7hzkgduP,unknown,Pickerel_SD.Watts.1968,Pickerel SD,,45.5,-97.33,395,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-15.43575,positive,0,11061,147,0.4520386945,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Pickerel_SD.Watts.1968.html,,before July 15
908,M2Lndtjwr7vP,unknown,Pickerel_SD.Watts.1968,Pickerel SD,,45.5,-97.33,395,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.036460526,positive,0,11061,147,0.4520386945,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Pickerel_SD.Watts.1968.html,,before July 15
909,M2Lw2rc6hl7P,unknown,Pickerel_SD.Watts.1968,Pickerel SD,,45.5,-97.33,395,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,20.62143421,positive,0,11061,147,0.4520386945,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Pickerel_SD.Watts.1968.html,,before July 15
29,M2L1r9snju2P,unknown,Atocas.Gauthier.1981,Atocas,,45.54,-73.31,114,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,19.48517647,positive,0,11977,254,0.3339734491,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Atocas.Gauthier.1981.html,,before July 15
30,M2L68fmqq0lP,unknown,Atocas.Gauthier.1981,Atocas,,45.54,-73.31,114,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,5.428323529,positive,0,11977,254,0.3339734491,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Atocas.Gauthier.1981.html,,before July 15
31,M2Lr58abc8kP,unknown,Atocas.Gauthier.1981,Atocas,,45.54,-73.31,114,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-9.923970588,positive,0,11977,254,0.3339734491,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Atocas.Gauthier.1981.html,,before July 15
97,M2L4wwg6oi5P,unknown,BoundaryPond.Mott.1977,Boundary Pond,,45.57,-70.68,603,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.273791667,positive,0,12784.8,226.6,0.4166666667,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/BoundaryPond.Mott.1977.html,,before July 15
98,M2L89zd8ncqP,unknown,BoundaryPond.Mott.1977,Boundary Pond,,45.57,-70.68,603,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-11.01308333,positive,0,12784.8,226.6,0.4166666667,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/BoundaryPond.Mott.1977.html,,before July 15
99,M2Lg3t60401P,unknown,BoundaryPond.Mott.1977,Boundary Pond,,45.57,-70.68,603,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,18.1726875,positive,0,12784.8,226.6,0.4166666667,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/BoundaryPond.Mott.1977.html,,before July 15
614,M2L2xbh2w6zP,unknown,LakeSixteen.Futyma.1986,Lake Sixteen,,45.6,-84.32,216,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,3.820969697,positive,2206,10419,246,0.6087909412,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/LakeSixteen.Futyma.1986.html,,before July 15
615,M2L86od0qqfP,unknown,LakeSixteen.Futyma.1986,Lake Sixteen,,45.6,-84.32,216,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-13.19833333,positive,2206,10419,246,0.6087909412,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/LakeSixteen.Futyma.1986.html,,before July 15
616,M2LtzimrmumP,unknown,LakeSixteen.Futyma.1986,Lake Sixteen,,45.6,-84.32,216,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,18.81430303,positive,2206,10419,246,0.6087909412,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/LakeSixteen.Futyma.1986.html,,before July 15
964,M2L0l828wi4P,unknown,Ramsay.Mott.1978,Ramsay,,45.6,-76.1,200,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-10.37551111,positive,-30,12724,198,0.4156275977,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Ramsay.Mott.1978.html,,before July 15
965,M2L6hmy4zhlP,unknown,Ramsay.Mott.1978,Ramsay,,45.6,-76.1,200,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,19.3378,positive,-30,12724,198,0.4156275977,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Ramsay.Mott.1978.html,,before July 15
966,M2Lh6wpgrgiP,unknown,Ramsay.Mott.1978,Ramsay,,45.6,-76.1,200,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,5.202666667,positive,-30,12724,198,0.4156275977,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Ramsay.Mott.1978.html,,before July 15
50,M2Lnb4vidkmP,unknown,BattleGround.Whitlock.1985,Battle Ground,,45.8,-122.49,155,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,1.332875,positive,-30,23850.6,236.3,0.3325020781,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/BattleGround.Whitlock.1985.html,,before July 15
51,M2Lx72gur5lP,unknown,BattleGround.Whitlock.1985,Battle Ground,,45.8,-122.49,155,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,8.7087,positive,-30,23850.6,236.3,0.3325020781,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/BattleGround.Whitlock.1985.html,,before July 15
52,M2Lxyvz743zP,unknown,BattleGround.Whitlock.1985,Battle Ground,,45.8,-122.49,155,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,16.913925,positive,-30,23850.6,236.3,0.3325020781,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/BattleGround.Whitlock.1985.html,,before July 15
127,M2Lpkk1erutP,unknown,Carp.Whitlock.1985,Carp,,45.92,-120.88,714,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-3.204625,positive,0,34668.7,270.6,0.4166666667,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Carp.Whitlock.1985.html,,before July 15
128,M2Lseyl59f9P,unknown,Carp.Whitlock.1985,Carp,,45.92,-120.88,714,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,17.4757,positive,0,34668.7,270.6,0.4166666667,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Carp.Whitlock.1985.html,,before July 15
129,M2Lyvstpj8pP,unknown,Carp.Whitlock.1985,Carp,,45.92,-120.88,714,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,6.205325,positive,0,34668.7,270.6,0.4166666667,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Carp.Whitlock.1985.html,,before July 15
1002,M2LsdjhmhltP,unknown,SaintCalixte.Larouche.NA,Saint Calixte,,45.96,-73.87,261,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-11.18535484,positive,77,11209,319,0.35932447,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/SaintCalixte.Larouche.NA.html,,before July 15
1003,M2Ltt67sy8bP,unknown,SaintCalixte.Larouche.NA,Saint Calixte,,45.96,-73.87,261,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,18.83506452,positive,77,11209,319,0.35932447,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/SaintCalixte.Larouche.NA.html,,before July 15
1004,M2Luwan852aP,unknown,SaintCalixte.Larouche.NA,Saint Calixte,,45.96,-73.87,261,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.589967742,positive,77,11209,319,0.35932447,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/SaintCalixte.Larouche.NA.html,,before July 15
1078,M2L20ra7wjfP,unknown,Tourbiere_deLanorie_CoteauJaune.Comtois.1982,Tourbiere de Lanorie Coteau Jaune,,45.96,-73.34,18,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,5.034842105,positive,1643,7289,224,0.8855827134,Temp12k,TRUE,"JM, DSK","not sure which of the three ""Tourbiere"" records to use",http://lipdverse.org/globalHolocene/0_27_0/Tourbiere_deLanorie_CoteauJaune.Comtois.1982.html,,before July 15
1079,M2L2zeaxrnkP,unknown,Tourbiere_deLanorie_CoteauJaune.Comtois.1982,Tourbiere de Lanorie Coteau Jaune,,45.96,-73.34,18,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,19.64289474,positive,1643,7289,224,0.8855827134,Temp12k,FALSE,JM,"not sure which of the three ""Tourbiere"" records to use",http://lipdverse.org/globalHolocene/0_27_0/Tourbiere_deLanorie_CoteauJaune.Comtois.1982.html,,before July 15
1080,M2Lkq7nqbovP,unknown,Tourbiere_deLanorie_CoteauJaune.Comtois.1982,Tourbiere de Lanorie Coteau Jaune,,45.96,-73.34,18,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-11.25568421,positive,1643,7289,224,0.8855827134,Temp12k,FALSE,JM,"not sure which of the three ""Tourbiere"" records to use",http://lipdverse.org/globalHolocene/0_27_0/Tourbiere_deLanorie_CoteauJaune.Comtois.1982.html,,before July 15
1081,M2Lppfxxw0rP,unknown,Tourbiere_deLanorieHenri.Comtois.1982,Tourbiere de Lanorie Henri,,45.99,-73.3,18,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,5.03226087,positive,265,6620,223.5,0.9441384736,Temp12k,TRUE,"JM, DSK","not sure which of the three ""Tourbiere"" records to use",http://lipdverse.org/globalHolocene/0_27_0/Tourbiere_deLanorieHenri.Comtois.1982.html,,before July 15
1082,M2Ls7w55knhP,unknown,Tourbiere_deLanorieHenri.Comtois.1982,Tourbiere de Lanorie Henri,,45.99,-73.3,18,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-11.51791304,positive,265,6620,223.5,0.9441384736,Temp12k,FALSE,JM,"not sure which of the three ""Tourbiere"" records to use",http://lipdverse.org/globalHolocene/0_27_0/Tourbiere_deLanorieHenri.Comtois.1982.html,,before July 15
1083,M2Lvr18g4z8P,unknown,Tourbiere_deLanorieHenri.Comtois.1982,Tourbiere de Lanorie Henri,,45.99,-73.3,18,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,19.79447826,positive,265,6620,223.5,0.9441384736,Temp12k,FALSE,JM,"not sure which of the three ""Tourbiere"" records to use",http://lipdverse.org/globalHolocene/0_27_0/Tourbiere_deLanorieHenri.Comtois.1982.html,,before July 15
1084,M2L4j68oy6fP,unknown,TourbiereDeLanoraieSTJEAN.Comtois.1982,Tourbiere de Lanorie St Jean,,46,-73.22,20,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,19.32785,positive,0,5468,91,0.7315288954,Temp12k,FALSE,JM,"not sure which of the three ""Tourbiere"" records to use",http://lipdverse.org/globalHolocene/0_27_0/TourbiereDeLanoraieSTJEAN.Comtois.1982.html,,before July 15
1085,M2L85fol0e4P,unknown,TourbiereDeLanoraieSTJEAN.Comtois.1982,Tourbiere de Lanorie St Jean,,46,-73.22,20,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-11.025,positive,0,5468,91,0.7315288954,Temp12k,FALSE,JM,"not sure which of the three ""Tourbiere"" records to use",http://lipdverse.org/globalHolocene/0_27_0/TourbiereDeLanoraieSTJEAN.Comtois.1982.html,,before July 15
1086,M2Lf3zm167mP,unknown,TourbiereDeLanoraieSTJEAN.Comtois.1982,Tourbiere de Lanorie St Jean,,46,-73.22,20,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.9313,positive,0,5468,91,0.7315288954,Temp12k,TRUE,"JM, DSK","not sure which of the three ""Tourbiere"" records to use",http://lipdverse.org/globalHolocene/0_27_0/TourbiereDeLanoraieSTJEAN.Comtois.1982.html,,before July 15
904,M2Le3bson7zP,unknown,PerchLake_ON.Terasmae.1975,Perch Lake ON,,46.03,-77.34,160,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,18.83309524,positive,-10,11351,183,0.6161429452,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/PerchLake_ON.Terasmae.1975.html,,before July 15
905,M2Llhu7ub80P,unknown,PerchLake_ON.Terasmae.1975,Perch Lake ON,,46.03,-77.34,160,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-11.86846032,positive,-10,11351,183,0.6161429452,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/PerchLake_ON.Terasmae.1975.html,,before July 15
906,M2Lyi1ajruwP,unknown,PerchLake_ON.Terasmae.1975,Perch Lake ON,,46.03,-77.34,160,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.281809524,positive,-10,11351,183,0.6161429452,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/PerchLake_ON.Terasmae.1975.html,,before July 15
986,M2Lf0be4nu8P,unknown,Reidel.Almquist.1992,Reidel,,46.21,-95.28,443,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,21.16128947,positive,-31,13480,297,0.4987116615,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Reidel.Almquist.1992.html,,before July 15
987,M2Lgdk78ontP,unknown,Reidel.Almquist.1992,Reidel,,46.21,-95.28,443,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-13.65492105,positive,-31,13480,297,0.4987116615,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Reidel.Almquist.1992.html,,before July 15
988,M2Lgneiy358P,unknown,Reidel.Almquist.1992,Reidel,,46.21,-95.28,443,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,5.130894737,positive,-31,13480,297,0.4987116615,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Reidel.Almquist.1992.html,,before July 15
75,M2Lmj0qhtsrP,unknown,Billys.Jacobson.1975,Billys,,46.27,-94.55,383,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-14.12397333,positive,0,11474.4,137.7,0.5229031583,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Billys.Jacobson.1975.html,,before July 15
76,M2Lqditl4qyP,unknown,Billys.Jacobson.1975,Billys,,46.27,-94.55,383,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.708733333,positive,0,11474.4,137.7,0.5229031583,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Billys.Jacobson.1975.html,,before July 15
77,M2Lsn8ueflfP,unknown,Billys.Jacobson.1975,Billys,,46.27,-94.55,383,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,20.67681333,positive,0,11474.4,137.7,0.5229031583,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Billys.Jacobson.1975.html,,before July 15
1005,M2L92dvm6mbP,unknown,SaintGabriel.Larouche.1977,Saint Gabriel,,46.28,-73.48,250,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-11.46603636,positive,93,10058,161,0.6021073758,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/SaintGabriel.Larouche.1977.html,,before July 15
1006,M2Lcd4pbr9pP,unknown,SaintGabriel.Larouche.1977,Saint Gabriel,,46.28,-73.48,250,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.210018182,positive,93,10058,161,0.6021073758,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/SaintGabriel.Larouche.1977.html,,before July 15
1007,M2Lhv0m1k0wP,unknown,SaintGabriel.Larouche.1977,Saint Gabriel,,46.28,-73.48,250,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,18.42727273,positive,93,10058,161,0.6021073758,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/SaintGabriel.Larouche.1977.html,,before July 15
894,RNJiPhOwsOj,PalMod2LiPD,PC_01,PC_01,,46.3167,152.5333,-2793,10.1029/2004GC000740,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/pc-01-tab.txt,MarineSediment,alkenone,UK37,,,,temperature,degC,,T,,,,8.426623377,positive,580,24480,60,0.4378283713,Temp12k-reconsider,FALSE,RSV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_27_0/PC_01.html,,before July 15
806,GH5d4d3b09,matlab,MR003-K03-PC01.Harada.2004,MR003-K03-PC01,Northwest Pacific Ocean,46.32,152.53,,10.1029/2004GC000740,,,MarineSediment,alkenone,UK37,,,"PRA1988: T(cultures) (Uk37-0.039)/(0.034), (Prahl et al., (1988) cultures E. huxleyi, 8-25C, n22 R20.994)",temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,8.157692308,positive,580,2020,50,0,Temp12k,TRUE,,"NM: This record may be too short, but it is in a poorly represented location....; the alkenone temperature of the core top also corresponded to the annual mean temperature.",http://lipdverse.org/globalHolocene/0_27_0/MR003-K03-PC01.Harada.2004.html,,before July 15
47,M2Lqrusrc3gP,unknown,Bastien.Bennett.1987,Bastien,,46.4,-78.92,305,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,4.956671642,positive,0,10833,159.5,0.4615526632,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Bastien.Bennett.1987.html,,before July 15
48,M2Lsnw4qd7nP,unknown,Bastien.Bennett.1987,Bastien,,46.4,-78.92,305,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,19.19123881,positive,0,10833,159.5,0.4615526632,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Bastien.Bennett.1987.html,,before July 15
49,M2Lsvhe5uwvP,unknown,Bastien.Bennett.1987,Bastien,,46.4,-78.92,305,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-10.86670149,positive,0,10833,159.5,0.4615526632,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/Bastien.Bennett.1987.html,,before July 15
252,M2L2tmxysy9P,unknown,EastBalticBog.Anderson.1980,East Baltic Bog,,46.41,-62.15,45,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,-4.01090625,positive,-20,9374,288,0.3193527784,Temp12k,TRUE,JM,,http://lipdverse.org/globalHolocene/0_27_0/EastBalticBog.Anderson.1980.html,,before July 15
253,M2L3ojvnupbP,unknown,EastBalticBog.Anderson.1980,East Baltic Bog,,46.41,-62.15,45,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,10.57984375,positive,-20,9374,288,0.3193527784,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/EastBalticBog.Anderson.1980.html,,before July 15
254,M2Lakbif1w8P,unknown,EastBalticBog.Anderson.1980,East Baltic Bog,,46.41,-62.15,45,,10.1038/nature25464,,LakeSediment,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,-17.070875,positive,-20,9374,288,0.3193527784,Temp12k,FALSE,JM,,http://lipdverse.org/globalHolocene/0_27_0/EastBalticBog.Anderson.1980.html,,before July 15
